X000VGHSGD	X001O78ZC9	817974021258	00561313620000100642268947	1679571000000005354125	X001O78ZC9	X001O78ZC9	858612003144	00561313620000100642268947	00561313620000100642268947	096619738397	096619738397	95173000001121058025	X000VGHSGD	096619738397	X000VGHSGD	858612003144	03014301	817974021258	1679571000000005354125	03014301	1679571000000005354125	95173000001121058025	95173000001121058025	03014301	X0016FAXSX	X000VGHSGD	X0016FAXSX	00561313620000100642268947	096619738397	817974021258	X001O78ZC9	817974021258	1679571000000005354125	95173000001121058025	X0016FAXSX	
0.123974	0.151999	0.096285	0.120854	0.115488	0.098283	0.095254	0.116751	0.109304	0.124268	0.100137	0.100137	0.096319	0.101048	0.112898	0.12008	0.23243	0.109942	0.096204	0.097573	0.102652	0.146515	0.076619	0.346542	0.103565	0.106389	0.101585	0.101674	0.108265	0.093398	0.10227	0.1712	0.100224	0.126186	0.244336	0.084474	
CODE_128	CODE_128	UPC_A	ITF	CODE_128	CODE_128	CODE_128	UPC_A	ITF	ITF	UPC_A	UPC_A	CODE_128	CODE_128	UPC_A	CODE_128	UPC_A	UPC_E	UPC_A	CODE_128	UPC_E	CODE_128	CODE_128	CODE_128	UPC_E	CODE_128	CODE_128	CODE_128	ITF	UPC_A	UPC_A	CODE_128	UPC_A	CODE_128	CODE_128	CODE_128	
