00561313620000100642268947	00561313620000100642268947	00561313620000100642268947	00561313620000100642268947	096619738397	096619738397	096619738397	096619738397		817974021258			858612003144		858612003144	858612003144	03014301	03014301		03014301	X000VGHSGD	X000VGHSGD	X000VGHSGD	X000VGHSGD		X001O78ZC9	X001O78ZC9	X001O78ZC9				X0016FAXSX		1679571000000005354125	1679571000000005354125	1679571000000005354125	95173000001121058025	95173000001121058025	95173000001121058025	95173000001121058025
0.086696	0.042145	0.048381	0.045087	0.022379	0.028098	0.02536	0.022093	0.095833	0.014883	0.059959	0.043449	0.022773	0.127693	0.017856	0.019151	0.015525	0.016114	0.057688	0.010311	0.021451	0.010539	0.012932	0.010488	0.04689	0.013757	0.012419	0.014074	0.053715	0.012778	0.03275	0.022449	0.136782	0.019574	0.021841	0.016636	0.025379	0.026429	0.025876	0.021311
itf	itf	itf	itf	upca	upca	upca	upca		upca			upca		upca	upca	upce	upce		upce	code128	code128	code128	code128		code128	code128	code128				code128		code128	code128	code128	code128	code128	code128	code128
