00561313620000100642268947	00561313620000100642268947	00561313620000100642268947	00561313620000100642268947	096619738397	096619738397	096619738397	096619738397	817974021258	817974021258	817974021258	817974021258	858612003144	858612003144	858612003144	858612003144	03014301	03014301	03014301	03014301	X000VGHSGD	X000VGHSGD	X000VGHSGD	X000VGHSGD	X001O78ZC9	X001O78ZC9	X001O78ZC9	X001O78ZC9	X0016FAXSX	X0016FAXSX	X0016FAXSX	X0016FAXSX	1679571000000005354125	1679571000000005354125	1679571000000005354125	1679571000000005354125	95173000001121058025	95173000001121058025	95173000001121058025	95173000001121058025
0.153685	0.123188	0.128876	0.106271	0.052046	0.064659	0.067771	0.061798	0.020799	0.026451	0.029257	0.027188	0.027497	0.032679	0.031011	0.03118	0.022501	0.044628	0.02541	0.021955	0.016705	0.024367	0.027928	0.026388	0.01754	0.023728	0.026087	0.024603	0.018681	0.024578	0.026475	0.040309	0.032315	0.049067	0.049554	0.039599	0.063766	0.072803	0.066688	0.062015
itf	itf	itf	itf	upca	upca	upca	upca	upca	upca	upca	upca	upca	upca	upca	upca	upce	upce	upce	upce	code128	code128	code128	code128	code128	code128	code128	code128	code128	code128	code128	code128	code128	code128	code128	code128	code128	code128	code128	code128
