00561313620000100642268947	00561313620000100642268947	00561313620000100642268947	00561313620000100642268947	096619738397	096619738397	096619738397	096619738397	817974021258	817974021258	817974021258	817974021258							03014301	03014301	X000VGHSGD	X000VGHSGD	X000VGHSGD	X000VGHSGD	X001O78ZC9	X001O78ZC9	X001O78ZC9	X001O78ZC9					1679571000000005354125	1679571000000005354125		1679571000000005354125	95173000001121058025	95173000001121058025	95173000001121058025	95173000001121058025
0.514218	0.583591	0.683947	0.532096	0.286974	0.328188	0.328089	0.306381	0.171288	0.179563	0.172563	0.220017	0.202014	0.191504	0.465752	0.341425	0.341226	0.327332	0.143885	0.13716	0.126745	0.131889	0.147593	0.149889	0.143851	0.158136	0.171201	0.166086	0.159143	0.147394	0.255911	0.238777	0.189428	0.234527	0.259835	0.229583	0.288688	0.444917	0.33233	0.293884
itf	itf	itf	itf	upca	upca	upca	upca	upca	upca	upca	upca							upce	upce	code128	code128	code128	code128	code128	code128	code128	code128					code128	code128		code128	code128	code128	code128	code128
