00561313620000100642268947	00561313620000100642268947	00561313620000100642268947	00561313620000100642268947	096619738397	096619738397	096619738397	096619738397	817974021258	817974021258	817974021258	817974021258	858612003144	858612003144	858612003144	858612003144	03014301	03014301	03014301	03014301	X000VGHSGD	X000VGHSGD	X000VGHSGD	X000VGHSGD	X001O78ZC9	X001O78ZC9	X001O78ZC9	X001O78ZC9	X0016FAXSX	X0016FAXSX	X0016FAXSX	X0016FAXSX	1679571000000005354125	1679571000000005354125	1679571000000005354125	1679571000000005354125	95173000001121058025	95173000001121058025	95173000001121058025	95173000001121058025
0.046846	0.03806	0.03626	0.051966	0.038646	0.037971	0.039321	0.136536	0.047436	0.042118	0.045129	0.048189	0.102299	0.09628	0.06871	0.163911	0.054646	0.046709	0.086944	0.045242	0.057877	0.065884	0.047123	0.045039	0.052719	0.040783	0.041877	0.098294	0.089969	0.088728	0.076369	0.04135	0.039782	0.045792	0.044158	0.065067	0.042419	0.026281	0.028488	0.025874
ITF	ITF	ITF	ITF	UPC_A	UPC_A	UPC_A	UPC_A	UPC_A	UPC_A	UPC_A	UPC_A	UPC_A	UPC_A	UPC_A	UPC_A	UPC_E	UPC_E	UPC_E	UPC_E	CODE_128	CODE_128	CODE_128	CODE_128	CODE_128	CODE_128	CODE_128	CODE_128	CODE_128	CODE_128	CODE_128	CODE_128	CODE_128	CODE_128	CODE_128	CODE_128	CODE_128	CODE_128	CODE_128	CODE_128
