0056131362000010064226	00561313620000100642268947	00561313620000100642268947	00561313620000100642268947	096619738397	096619738397	096619738397	096619738397	817974021258	817974021258	817974021258	817974021258			858612003144			03014301	03014301		X000VGHSGD	X000VGHSGD	X000VGHSGD	X000VGHSGD	X001O78ZC9	X001O78ZC9	X001O78ZC9	X001O78ZC9	X0016FAXSX	X0016FAXSX	X0016FAXSX	X0016FAXSX	1679571000000005354125	1679571000000005354125	1679571000000005354125	1679571000000005354125	95173000001121058025	95173000001121058025	95173000001121058025	95173000001121058025
0.0918	0.071323	0.101954	0.100109	0.09434	0.051121	0.075247	0.073829	0.06047	0.059835	0.051363	0.063126	0.140615	0.141791	0.07328	0.170287	0.093227	0.061809	0.059227	0.086687	0.095075	0.075657	0.059769	0.09196	0.083291	0.057237	0.055285	0.087585	0.089869	0.068956	0.076596	0.274728	0.053958	0.05693	0.07172	0.075673	0.055592	0.049126	0.044028	0.100978
ITF	ITF	ITF	ITF	UPC_A	UPC_A	UPC_A	UPC_A	UPC_A	UPC_A	UPC_A	UPC_A			UPC_A			UPC_E	UPC_E		CODE_128	CODE_128	CODE_128	CODE_128	CODE_128	CODE_128	CODE_128	CODE_128	CODE_128	CODE_128	CODE_128	CODE_128	CODE_128	CODE_128	CODE_128	CODE_128	CODE_128	CODE_128	CODE_128	CODE_128
