00561313620000100642268947	00561313620000100642268947	00561313620000100642268947	00561313620000100642268947	096619738397	096619738397	096619738397	096619738397	817974021258	817974021258	817974021258	817974021258					03014301	03014301	03014301	03014301	X000VGHSGD	X000VGHSGD	X000VGHSGD	X000VGHSGD	X001O78ZC9	X001O78ZC9	X001O78ZC9	X001O78ZC9	X0016FAXSX	X0016FAXSX	X0016FAXSX	X0016FAXSX	1679571000000005354125	1679571000000005354125	1679571000000005354125	1679571000000005354125	95173000001121058025	95173000001121058025	95173000001121058025	95173000001121058025
0.137742	0.132627	0.139195	0.144469	0.13272	0.134916	0.141807	0.142038	0.141476	0.141605	0.142392	0.146297	0.139979	0.160154	0.172521	0.149009	0.153746	0.166151	0.20491	0.176164	0.135008	0.186107	0.149059	0.159615	0.146756	0.153818	0.158047	0.151065	0.142837	0.142034	0.199578	0.18909	0.179115	0.154187	0.155945	0.153749	0.137877	0.149656	0.121009	0.117188
I2/5	I2/5	I2/5	I2/5	UPC-A	UPC-A	UPC-A	UPC-A	UPC-A	UPC-A	UPC-A	UPC-A					UPC-E	UPC-E	UPC-E	UPC-E	CODE-128	CODE-128	CODE-128	CODE-128	CODE-128	CODE-128	CODE-128	CODE-128	CODE-128	CODE-128	CODE-128	CODE-128	CODE-128	CODE-128	CODE-128	CODE-128	CODE-128	CODE-128	CODE-128	CODE-128
