00561313620000100642268947	00561313620000100642268947	00561313620000100642268947	00561313620000100642268947	096619738397	096619738397	096619738397	096619738397	817974021258	817974021258	817974021258	817974021258					03014301	03014301	03014301	03014301		X000VGHSGD					X001O78ZC9	X001O78ZC9					1679571000000005354125	1679571000000005354125	1679571000000005354125	1679571000000005354125	95173000001121058025	95173000001121058025	95173000001121058025	95173000001121058025
0.240637	0.238798	0.246852	0.258274	0.241791	0.238206	0.253697	0.265917	0.251825	0.25463	0.253882	0.263494	0.254095	0.257386	0.251216	0.254146	0.261092	0.265743	0.269418	0.26535	0.236014	0.237992	0.243538	0.263656	0.233391	0.235957	0.25076	0.252679	0.232363	0.245593	0.269244	0.262327	0.260654	0.259902	0.266875	0.267012	0.235726	0.226151	0.220383	0.223015
I2/5	I2/5	I2/5	I2/5	UPC-A	UPC-A	UPC-A	UPC-A	UPC-A	UPC-A	UPC-A	UPC-A					UPC-E	UPC-E	UPC-E	UPC-E		CODE-128					CODE-128	CODE-128					CODE-128	CODE-128	CODE-128	CODE-128	CODE-128	CODE-128	CODE-128	CODE-128
