					096619738397					817974021258		858612003144			858612003144					X000VGHSGD	X000VGHSGD			X001O78ZC9	X001O78ZC9	X001O78ZC9	X001O78ZC9	X0016FAXSX	X0016FAXSX			1679571000000005354125		1679571000000005354125	1679571000000005354125	95173000001121058025	95173000001121058025	95173000001121058025	
0.095333	0.042516	0.041644	0.044153	0.056726	0.020614	0.032007	0.101769	0.020369	0.173602	0.033675	0.033376	0.024442	0.132075	0.158562	0.025465	0.0774	0.121549	0.019263	0.022144	0.013625	0.017224	0.018264	0.018235	0.016561	0.022871	0.020305	0.02532	0.016865	0.059148	0.116813	0.086391	0.039951	0.027904	0.029937	0.02865	0.037385	0.043478	0.028394	0.103247
					upca					upca		upca			upca					code128	code128			code128	code128	code128	code128	code128	code128			code128		code128	code128	code128	code128	code128	
