00561313620000100642268947	00561313620000100642268947	00561313620000100642268947	00561313620000100642268947	096619738397	096619738397	096619738397	096619738397	817974021258	817974021258	817974021258	817974021258	858612003144	858612003144	858612003144	858612003144	03014301	03014301	03014301	03014301	X000VGHSGD	X000VGHSGD	X000VGHSGD	X000VGHSGD	X001O78ZC9	X001O78ZC9	X001O78ZC9	X001O78ZC9	X0016FAXSX	X0016FAXSX	X0016FAXSX	X0016FAXSX	1679571000000005354125	1679571000000005354125	1679571000000005354125	1679571000000005354125	95173000001121058025	95173000001121058025	95173000001121058025	95173000001121058025
0.435497	0.068336	0.076976	0.076756	0.077474	0.080878	0.079832	0.08531	0.094632	0.097189	0.20454	0.095825	0.178641	0.1866	0.186637	0.364649	0.100158	0.095733	0.102419	0.101753	0.7034	0.092013	0.093924	0.097744	0.097497	0.089013	0.09978	0.247537	0.12224	0.210657	0.161516	0.182846	0.103292	0.087198	0.09078	0.131628	0.068089	0.056512	0.050746	0.057994
ITF	ITF	ITF	ITF	UPC_A	UPC_A	UPC_A	UPC_A	UPC_A	UPC_A	UPC_A	UPC_A	UPC_A	UPC_A	UPC_A	UPC_A	UPC_E	UPC_E	UPC_E	UPC_E	CODE_128	CODE_128	CODE_128	CODE_128	CODE_128	CODE_128	CODE_128	CODE_128	CODE_128	CODE_128	CODE_128	CODE_128	CODE_128	CODE_128	CODE_128	CODE_128	CODE_128	CODE_128	CODE_128	CODE_128
