	00561313620000100642268947	00561313620000100642268947	00561313620000100642268947	096619738397	096619738397		096619738397									03014301	03014301				X000VGHSGD			X001O78ZC9	X001O78ZC9	X001O78ZC9			X0016FAXSX			1679571000000005354125	1679571000000005354125	1679571000000005354125	1679571000000005354125	95173000001121058025	95173000001121058025	95173000001121058025	95173000001121058025
0.084371	0.029025	0.033831	0.033252	0.023626	0.022689	0.021809	0.02397	0.058754	0.043586	0.045816	0.063202	0.109745	0.15464	0.078345	0.133423	0.019096	0.01974	0.022343	0.085412	0.08247	0.015138	0.018695	0.097144	0.01773	0.019491	0.022434	0.132704	0.067711	0.016492	0.064846	0.105542	0.01783	0.020781	0.024658	0.022511	0.025831	0.031374	0.020914	0.021904
	itf	itf	itf	upca	upca		upca									upce	upce				code128			code128	code128	code128			code128			code128	code128	code128	code128	code128	code128	code128	code128
