00561313620000100642268947	00561313620000100642268947	00561313620000100642268947	00561313620000100642268947	096619738397	096619738397	096619738397	096619738397		817974021258			858612003144		858612003144	858612003144	03014301	03014301		03014301	X000VGHSGD	X000VGHSGD	X000VGHSGD	X000VGHSGD		X001O78ZC9	X001O78ZC9	X001O78ZC9				X0016FAXSX		1679571000000005354125	1679571000000005354125	1679571000000005354125	95173000001121058025	95173000001121058025	95173000001121058025	95173000001121058025
0.087555	0.043883	0.048017	0.044515	0.022058	0.027995	0.025434	0.021504	0.095518	0.015711	0.060413	0.042503	0.026547	0.133143	0.01722	0.018664	0.015517	0.017499	0.059692	0.011151	0.02654	0.013724	0.013984	0.009869	0.048604	0.012344	0.014179	0.011643	0.05525	0.01277	0.0343	0.021898	0.140263	0.01952	0.022179	0.016539	0.025703	0.0281	0.029915	0.023846
itf	itf	itf	itf	upca	upca	upca	upca		upca			upca		upca	upca	upce	upce		upce	code128	code128	code128	code128		code128	code128	code128				code128		code128	code128	code128	code128	code128	code128	code128
