00561313620000100642268947	00561313620000100642268947	00561313620000100642268947	00561313620000100642268947	096619738397	096619738397	096619738397	096619738397	817974021258	817974021258	817974021258	817974021258	858612003144	858612003144	858612003144	858612003144	03014301	03014301	03014301	03014301	X000VGHSGD	X000VGHSGD	X000VGHSGD	X000VGHSGD	X001O78ZC9	X001O78ZC9	X001O78ZC9	X001O78ZC9	X0016FAXSX	X0016FAXSX	X0016FAXSX	X0016FAXSX	1679571000000005354125	1679571000000005354125	1679571000000005354125	1679571000000005354125	95173000001121058025	95173000001121058025	95173000001121058025	95173000001121058025
0.089037	0.064719	0.101272	0.109639	0.048933	0.076382	0.067995	0.071481	0.058924	0.054498	0.054878	0.055304	0.151678	0.117169	0.082734	0.083741	0.058238	0.059241	0.058683	0.06156	0.073225	0.053798	0.059646	0.057665	0.060405	0.052075	0.058409	0.059086	0.070192	0.071394	0.106819	0.079206	0.055586	0.05769	0.063732	0.073658	0.04935	0.056194	0.050227	0.052663
ITF	ITF	ITF	ITF	UPC_A	UPC_A	UPC_A	UPC_A	UPC_A	UPC_A	UPC_A	UPC_A	UPC_A	UPC_A	UPC_A	UPC_A	UPC_E	UPC_E	UPC_E	UPC_E	CODE_128	CODE_128	CODE_128	CODE_128	CODE_128	CODE_128	CODE_128	CODE_128	CODE_128	CODE_128	CODE_128	CODE_128	CODE_128	CODE_128	CODE_128	CODE_128	CODE_128	CODE_128	CODE_128	CODE_128
